,@status,@severity,cwe->@id,results->result->description->#text,results->result->tool->@category,results->result->tool->@name,rule->@code,rule->@name,escalated_predicted,escalated_values_predicted,escalated_binary_predicted,risk_level
892,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
893,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
894,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.10917374,0,Medium
895,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.10917374,0,Medium
896,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
897,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
898,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
899,escalated,high,77,"Found require(""child_process"")",security,ESLint,rule-5e8e5af630e323f31857c1cc395ce98e2bf222272a7adf06b13a4ba4154b1893,Command Injection,escalated,0.77371484,1,High
900,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
901,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
902,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
903,escalated,high,77,Found non-literal argument in require,security,ESLint,rule-5e8e5af630e323f31857c1cc395ce98e2bf222272a7adf06b13a4ba4154b1893,Command Injection,escalated,0.7875485,1,High
904,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
905,escalated,high,697,,,,rule-c271f2bb931810eef633f7c736d1dd934fbd6ed5f62ac8d8ea39ade811190622,Comparison,escalated,0.6807759,1,High
906,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
907,false-positive,medium,665,,,,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.2610435,0,Medium
908,escalated,high,77,Generic Object Injection Sink,security,ESLint,rule-5e8e5af630e323f31857c1cc395ce98e2bf222272a7adf06b13a4ba4154b1893,Command Injection,escalated,0.72799146,1,High
909,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
910,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
911,escalated,high,77,Generic Object Injection Sink,security,ESLint,rule-5e8e5af630e323f31857c1cc395ce98e2bf222272a7adf06b13a4ba4154b1893,Command Injection,escalated,0.72799146,1,High
912,false-positive,medium,665,'__dirname' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.10900156,0,Medium
913,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
914,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
915,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
916,escalated,medium,399,This disposable local is not guaranteed to be disposed of before the method returns. Use a 'using' statement or surround the local's usage with a try/finally block. Local of type 'XmlNodeList' is not disposed of (at least not locally).,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8281187,1,Medium
917,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
918,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
919,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
920,escalated,medium,399,This disposable local is not guaranteed to be disposed of before the method returns. Use a 'using' statement or surround the local's usage with a try/finally block. Local of type 'Process' is not disposed of (is this a fluent-like API ?).,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.82694477,1,Medium
921,escalated,medium,227,"The required constructor for ISerializable is not present in this type. Add a (private for sealed, protected otherwise) serialization constructor for this type. The required constructor for ISerializable is not present in this type.",,Gendarme,rule-dc56fd6c6aaaf7aef3e91a691e1f8bd8f7311763a2d3286fce16c6c5cf52b5e2,API Abuse,escalated,0.7736183,1,Medium
922,escalated,high,695,The type uses System.IntPtr or System.UIntPtr instead of System.Runtime.InteropServices.SafeHandle. Consider changing the code to use SafeHandle.,,Gendarme,GEND-PreferSafeHandleRule,Prefer Safe Handle ,escalated,0.7848164,1,High
923,escalated,high,693,"Marshaling information for string types is missing and what is required may be different from what you expected the default to be. Add [DllImport CharSet=] to the method or [MarshalAs] on the parameter(s) Parameter 'lpszFileName', of type 'String', does not have [MarshalAs] attribute, yet no [DllImport CharSet=] is set for the method 'GetFileVersionInfo'.",,Gendarme,GEND-MarshalStringsInPInvokeDeclarationsRule,Marshal Strings In PInvoke Declarations ,escalated,0.7732991,1,High
924,escalated,high,693,"Marshaling information for string types is missing and what is required may be different from what you expected the default to be. Add [DllImport CharSet=] to the method or [MarshalAs] on the parameter(s) Parameter 'lpBuffer', of type 'String', does not have [MarshalAs] attribute, yet no [DllImport CharSet=] is set for the method 'FormatMessage'.",,Gendarme,GEND-MarshalStringsInPInvokeDeclarationsRule,Marshal Strings In PInvoke Declarations ,escalated,0.7732991,1,High
925,false-positive,high,77,Generic Object Injection Sink,security,ESLint,rule-5e8e5af630e323f31857c1cc395ce98e2bf222272a7adf06b13a4ba4154b1893,Command Injection,escalated,0.72799146,1,High
926,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.10917374,0,Medium
927,escalated,high,22,Found fs.existsSync with non literal argument at index 0,security,ESLint,rule-48889f368c09a1c977445b9e5aed72f03394e07276cc7d178420e094592c07ce,Path Traversal,escalated,0.7798098,1,High
928,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
929,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
930,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
931,escalated,high,22,Found fs.readFileSync with non literal argument at index 0,security,ESLint,rule-48889f368c09a1c977445b9e5aed72f03394e07276cc7d178420e094592c07ce,Path Traversal,escalated,0.7898773,1,High
932,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
933,escalated,high,79,HTML passed in to function 'options.usage',xss,ESLint,rule-396ebe8bb0c3dc5d4eb2b5368a97688fdb0f2587416453645c3d06db2b216479,Cross-site Scripting (XSS),escalated,0.72129697,1,High
934,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
935,false-positive,medium,665,'process' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.109173715,0,Medium
936,escalated,high,22,Found fs.existsSync with non literal argument at index 0,security,ESLint,rule-48889f368c09a1c977445b9e5aed72f03394e07276cc7d178420e094592c07ce,Path Traversal,escalated,0.7798098,1,High
937,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
938,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
939,false-positive,medium,665,'module' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.12082542,0,Medium
940,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
941,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
942,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
943,escalated,high,77,"Found require(""child_process"")",security,ESLint,rule-5e8e5af630e323f31857c1cc395ce98e2bf222272a7adf06b13a4ba4154b1893,Command Injection,escalated,0.77371484,1,High
944,escalated,high,77,Found child_process.exec() with non Literal first argument,security,ESLint,rule-5e8e5af630e323f31857c1cc395ce98e2bf222272a7adf06b13a4ba4154b1893,Command Injection,escalated,0.7609887,1,High
945,escalated,high,77,Found child_process.exec() with non Literal first argument,security,ESLint,rule-5e8e5af630e323f31857c1cc395ce98e2bf222272a7adf06b13a4ba4154b1893,Command Injection,escalated,0.7609887,1,High
946,false-positive,medium,665,'module' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.12082542,0,Medium
947,escalated,medium,465,,,,rule-0dd0e028a5ce327b29cd3ffa9ef62c97353c7155364a9a4b89933187ee675fef,Invalid Pointer,escalated,0.6804408,1,Medium
948,escalated,medium,399,This disposable local is not guaranteed to be disposed of before the method returns. Use a 'using' statement or surround the local's usage with a try/finally block. Local of type 'Task' is not disposed of (at least not locally).,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.82694477,1,Medium
949,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
950,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
951,escalated,high,77,Generic Object Injection Sink,security,ESLint,rule-5e8e5af630e323f31857c1cc395ce98e2bf222272a7adf06b13a4ba4154b1893,Command Injection,escalated,0.72799146,1,High
952,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
953,false-positive,medium,665,'module' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.12082542,0,Medium
954,escalated,high,697,,,,rule-c271f2bb931810eef633f7c736d1dd934fbd6ed5f62ac8d8ea39ade811190622,Comparison,escalated,0.6807759,1,High
955,false-positive,high,77,Generic Object Injection Sink,security,ESLint,rule-5e8e5af630e323f31857c1cc395ce98e2bf222272a7adf06b13a4ba4154b1893,Command Injection,escalated,0.72799146,1,High
956,escalated,high,77,Generic Object Injection Sink,security,ESLint,rule-5e8e5af630e323f31857c1cc395ce98e2bf222272a7adf06b13a4ba4154b1893,Command Injection,escalated,0.72799146,1,High
957,escalated,high,77,Generic Object Injection Sink,security,ESLint,rule-5e8e5af630e323f31857c1cc395ce98e2bf222272a7adf06b13a4ba4154b1893,Command Injection,escalated,0.72799146,1,High
958,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
959,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
960,escalated,high,697,,,,rule-c271f2bb931810eef633f7c736d1dd934fbd6ed5f62ac8d8ea39ade811190622,Comparison,escalated,0.6807759,1,High
961,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
962,false-positive,high,77,Generic Object Injection Sink,security,ESLint,rule-5e8e5af630e323f31857c1cc395ce98e2bf222272a7adf06b13a4ba4154b1893,Command Injection,escalated,0.72799146,1,High
963,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
964,escalated,high,22,Found fs.readFileSync with non literal argument at index 0,security,ESLint,rule-48889f368c09a1c977445b9e5aed72f03394e07276cc7d178420e094592c07ce,Path Traversal,escalated,0.7898773,1,High
965,false-positive,medium,665,'require' is not defined.,,ESLint,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,FALSE,0.08768303,0,Medium
966,escalated,high,22,Found fs.readFileSync with non literal argument at index 0,security,ESLint,rule-48889f368c09a1c977445b9e5aed72f03394e07276cc7d178420e094592c07ce,Path Traversal,escalated,0.7898773,1,High
967,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
968,escalated,medium,399,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,,Gendarme,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,escalated,0.8502208,1,Medium
